"Step","deep-planet-14 - ce_loss","deep-planet-14 - ce_loss__MIN","deep-planet-14 - ce_loss__MAX"
"20660","1.8359375","1.8359375","1.8359375"
"20670","1.2890625","1.2890625","1.2890625"
"20680","2.59375","2.59375","2.59375"
"20690","2.84375","2.84375","2.84375"
"20700","1.3125","1.3125","1.3125"
"20710","0.9296875","0.9296875","0.9296875"
"20720","0.90625","0.90625","0.90625"
"20730","3.03125","3.03125","3.03125"
"20740","3.234375","3.234375","3.234375"
"20750","1.1015625","1.1015625","1.1015625"
"20760","1.3671875","1.3671875","1.3671875"
"20770","0.99609375","0.99609375","0.99609375"
"20780","2.96875","2.96875","2.96875"
"20790","2.59375","2.59375","2.59375"
"20800","2.328125","2.328125","2.328125"
"20810","2.328125","2.328125","2.328125"
"20820","3.734375","3.734375","3.734375"
"20830","1.03125","1.03125","1.03125"
"20840","0.9453125","0.9453125","0.9453125"
"20850","1.078125","1.078125","1.078125"
"20860","1.125","1.125","1.125"
"20870","2.484375","2.484375","2.484375"
"20880","2.171875","2.171875","2.171875"
"20890","1.21875","1.21875","1.21875"
"20900","2.84375","2.84375","2.84375"
"20910","1.3046875","1.3046875","1.3046875"
"20920","1.0859375","1.0859375","1.0859375"
"20930","1.984375","1.984375","1.984375"
"20940","1.765625","1.765625","1.765625"
"20950","1.234375","1.234375","1.234375"
"20960","2.234375","2.234375","2.234375"
"20970","1.0625","1.0625","1.0625"
"20980","1.03125","1.03125","1.03125"
"20990","3.140625","3.140625","3.140625"
"21000","3.171875","3.171875","3.171875"
"21010","3.21875","3.21875","3.21875"
"21020","2","2","2"
"21030","1.109375","1.109375","1.109375"
"21040","3.28125","3.28125","3.28125"
"21050","1.8359375","1.8359375","1.8359375"
"21060","1.1640625","1.1640625","1.1640625"
"21070","1.15625","1.15625","1.15625"
"21080","1.7421875","1.7421875","1.7421875"
"21090","1.9296875","1.9296875","1.9296875"
"21100","0.96484375","0.96484375","0.96484375"
"21110","1.8203125","1.8203125","1.8203125"
"21120","1.9921875","1.9921875","1.9921875"
"21130","1.9375","1.9375","1.9375"
"21140","1.203125","1.203125","1.203125"
"21150","2.515625","2.515625","2.515625"
"21160","2.359375","2.359375","2.359375"
"21170","1.1796875","1.1796875","1.1796875"
"21180","2","2","2"
"21190","0.96484375","0.96484375","0.96484375"
"21200","1.203125","1.203125","1.203125"
"21210","1.9921875","1.9921875","1.9921875"
"21220","2.296875","2.296875","2.296875"
"21230","1.953125","1.953125","1.953125"
"21240","1.3671875","1.3671875","1.3671875"
"21250","1.046875","1.046875","1.046875"
"21260","1.859375","1.859375","1.859375"
"21270","2.140625","2.140625","2.140625"
"21280","2.875","2.875","2.875"
"21290","2.515625","2.515625","2.515625"
"21300","2","2","2"
"21310","2.296875","2.296875","2.296875"
"21320","3.03125","3.03125","3.03125"
"21330","1.8984375","1.8984375","1.8984375"
"21340","1.0234375","1.0234375","1.0234375"
"21350","1.3046875","1.3046875","1.3046875"
"21360","1.1640625","1.1640625","1.1640625"
"21370","2.484375","2.484375","2.484375"
"21380","3.140625","3.140625","3.140625"
"21390","0.93359375","0.93359375","0.93359375"
"21400","0.86328125","0.86328125","0.86328125"
"21410","3.234375","3.234375","3.234375"
"21420","1.6640625","1.6640625","1.6640625"
"21430","2.171875","2.171875","2.171875"
"21440","0.96875","0.96875","0.96875"
"21450","0.9609375","0.9609375","0.9609375"
"21460","2.640625","2.640625","2.640625"
"21470","1.96875","1.96875","1.96875"
"21480","1.1640625","1.1640625","1.1640625"
"21490","2.765625","2.765625","2.765625"
"21500","1.828125","1.828125","1.828125"
"21510","3.25","3.25","3.25"
"21520","1.7421875","1.7421875","1.7421875"
"21530","2.484375","2.484375","2.484375"
"21540","1.09375","1.09375","1.09375"
"21550","1.2421875","1.2421875","1.2421875"
"21560","1.234375","1.234375","1.234375"
"21570","2.15625","2.15625","2.15625"
"21580","2.328125","2.328125","2.328125"
"21590","1.015625","1.015625","1.015625"
"21600","1.0234375","1.0234375","1.0234375"
"21610","1.984375","1.984375","1.984375"
"21620","1.7265625","1.7265625","1.7265625"
"21630","2.9375","2.9375","2.9375"
"21640","2.234375","2.234375","2.234375"
"21650","3.109375","3.109375","3.109375"
"21660","2.046875","2.046875","2.046875"
"21670","2.671875","2.671875","2.671875"
"21680","1.203125","1.203125","1.203125"
"21690","1.0859375","1.0859375","1.0859375"
"21700","1.25","1.25","1.25"
"21710","2.15625","2.15625","2.15625"
"21720","1.8984375","1.8984375","1.8984375"
"21730","0.93359375","0.93359375","0.93359375"
"21740","0.859375","0.859375","0.859375"
"21750","3","3","3"
"21760","3.625","3.625","3.625"
"21770","2.28125","2.28125","2.28125"
"21780","3.078125","3.078125","3.078125"
"21790","1.0859375","1.0859375","1.0859375"
"21800","1.2109375","1.2109375","1.2109375"
"21810","0.90625","0.90625","0.90625"
"21820","2.09375","2.09375","2.09375"
"21830","1.96875","1.96875","1.96875"
"21840","2.96875","2.96875","2.96875"
"21850","1.3125","1.3125","1.3125"
"21860","2.140625","2.140625","2.140625"
"21870","2.5","2.5","2.5"
"21880","1.0625","1.0625","1.0625"
"21890","3.421875","3.421875","3.421875"
"21900","0.9765625","0.9765625","0.9765625"
"21910","3.265625","3.265625","3.265625"
"21920","2.53125","2.53125","2.53125"
"21930","1.9765625","1.9765625","1.9765625"
"21940","2.03125","2.03125","2.03125"
"21950","2.921875","2.921875","2.921875"
"21960","2.640625","2.640625","2.640625"
"21970","1.5","1.5","1.5"
"21980","2.09375","2.09375","2.09375"
"21990","2.109375","2.109375","2.109375"
"22000","2.109375","2.109375","2.109375"
"22010","0.96875","0.96875","0.96875"
"22020","2.28125","2.28125","2.28125"
"22030","1.09375","1.09375","1.09375"
"22040","1.0625","1.0625","1.0625"
"22050","1.6875","1.6875","1.6875"
"22060","1.0078125","1.0078125","1.0078125"
"22070","1.0234375","1.0234375","1.0234375"
"22080","1.2578125","1.2578125","1.2578125"
"22090","1.0390625","1.0390625","1.0390625"
"22100","1.390625","1.390625","1.390625"
"22110","2.9375","2.9375","2.9375"
"22120","2.125","2.125","2.125"
"22130","1.953125","1.953125","1.953125"
"22140","3.03125","3.03125","3.03125"
"22150","2.53125","2.53125","2.53125"
"22160","1.984375","1.984375","1.984375"
"22170","1.2421875","1.2421875","1.2421875"
"22180","2.25","2.25","2.25"
"22190","0.98046875","0.98046875","0.98046875"
"22200","1.859375","1.859375","1.859375"
"22210","3","3","3"
"22220","2.296875","2.296875","2.296875"
"22230","2.15625","2.15625","2.15625"
"22240","3","3","3"
"22250","1.1328125","1.1328125","1.1328125"
"22260","2.875","2.875","2.875"
"22270","3.09375","3.09375","3.09375"
"22280","1.0546875","1.0546875","1.0546875"
"22290","0.91796875","0.91796875","0.91796875"
"22300","1.109375","1.109375","1.109375"
"22310","1.1640625","1.1640625","1.1640625"
"22320","1.2734375","1.2734375","1.2734375"
"22330","1.984375","1.984375","1.984375"
"22340","3.171875","3.171875","3.171875"
"22350","1.9140625","1.9140625","1.9140625"
"22360","0.97265625","0.97265625","0.97265625"
"22370","1.1171875","1.1171875","1.1171875"
"22380","3.296875","3.296875","3.296875"
"22390","2","2","2"
"22400","2.703125","2.703125","2.703125"
"22410","1.1796875","1.1796875","1.1796875"
"22420","1.0625","1.0625","1.0625"
"22430","2.703125","2.703125","2.703125"
"22440","3.25","3.25","3.25"
"22450","3.21875","3.21875","3.21875"
"22460","0.9765625","0.9765625","0.9765625"
"22470","1.515625","1.515625","1.515625"
"22480","1.1328125","1.1328125","1.1328125"
"22490","2.171875","2.171875","2.171875"
"22500","1.875","1.875","1.875"
"22510","1.25","1.25","1.25"
"22520","0.91796875","0.91796875","0.91796875"
"22530","1.125","1.125","1.125"
"22540","0.8515625","0.8515625","0.8515625"
"22550","3.328125","3.328125","3.328125"
"22560","2.359375","2.359375","2.359375"
"22570","2.03125","2.03125","2.03125"
"22580","1.4453125","1.4453125","1.4453125"
"22590","1.9609375","1.9609375","1.9609375"
"22600","2.71875","2.71875","2.71875"
"22610","2.046875","2.046875","2.046875"
"22620","3.015625","3.015625","3.015625"
"22630","1.109375","1.109375","1.109375"
"22640","2.359375","2.359375","2.359375"
"22650","2.21875","2.21875","2.21875"
"22660","2.984375","2.984375","2.984375"
"22670","2.1875","2.1875","2.1875"
"22680","2.171875","2.171875","2.171875"
"22690","1.078125","1.078125","1.078125"
"22700","2.390625","2.390625","2.390625"
"22710","0.73046875","0.73046875","0.73046875"
"22720","2","2","2"
"22730","2.203125","2.203125","2.203125"
"22740","2.40625","2.40625","2.40625"
"22750","2.34375","2.34375","2.34375"
"22760","2.34375","2.34375","2.34375"
"22770","0.875","0.875","0.875"
"22780","4.15625","4.15625","4.15625"
"22790","2.859375","2.859375","2.859375"
"22800","1.546875","1.546875","1.546875"
"22810","2.265625","2.265625","2.265625"
"22820","1.4765625","1.4765625","1.4765625"
"22830","2.46875","2.46875","2.46875"
"22840","1.3203125","1.3203125","1.3203125"
"22850","2.53125","2.53125","2.53125"
"22860","3.453125","3.453125","3.453125"
"22870","1.4140625","1.4140625","1.4140625"
"22880","2.671875","2.671875","2.671875"
"22890","2.140625","2.140625","2.140625"
"22900","1.2109375","1.2109375","1.2109375"
"22910","2.609375","2.609375","2.609375"
"22920","2.859375","2.859375","2.859375"
"22930","3.734375","3.734375","3.734375"
"22940","1.5","1.5","1.5"
"22950","1.046875","1.046875","1.046875"
"22960","2.578125","2.578125","2.578125"
"22970","3.234375","3.234375","3.234375"
"22980","2.65625","2.65625","2.65625"
"22990","2.15625","2.15625","2.15625"
"23000","1.3515625","1.3515625","1.3515625"
"23010","1.046875","1.046875","1.046875"
"23020","1.953125","1.953125","1.953125"
"23030","2.234375","2.234375","2.234375"
"23040","2.71875","2.71875","2.71875"
"23050","2.84375","2.84375","2.84375"
"23060","2.796875","2.796875","2.796875"
"23070","3.453125","3.453125","3.453125"
"23080","1.5078125","1.5078125","1.5078125"
"23090","1.546875","1.546875","1.546875"
"23100","2.875","2.875","2.875"
"23110","2.109375","2.109375","2.109375"
"23120","3.796875","3.796875","3.796875"
"23130","2.390625","2.390625","2.390625"
"23140","2.171875","2.171875","2.171875"
"23150","2.171875","2.171875","2.171875"
"23160","3.375","3.375","3.375"
"23170","1.25","1.25","1.25"
"23180","2.921875","2.921875","2.921875"
"23190","1.1328125","1.1328125","1.1328125"
"23200","1.25","1.25","1.25"
"23210","2.203125","2.203125","2.203125"
"23220","3.234375","3.234375","3.234375"
"23230","3.65625","3.65625","3.65625"
"23240","1.5859375","1.5859375","1.5859375"
"23250","1.4375","1.4375","1.4375"
"23260","2.15625","2.15625","2.15625"
"23270","1.2421875","1.2421875","1.2421875"
"23280","2.015625","2.015625","2.015625"
"23290","1.1953125","1.1953125","1.1953125"
"23300","3.078125","3.078125","3.078125"
"23310","2.671875","2.671875","2.671875"
"23320","1.1328125","1.1328125","1.1328125"
"23330","1.0234375","1.0234375","1.0234375"
"23340","2.40625","2.40625","2.40625"
"23350","1.4765625","1.4765625","1.4765625"
"23360","1.1640625","1.1640625","1.1640625"
"23370","2.359375","2.359375","2.359375"
"23380","1.0546875","1.0546875","1.0546875"
"23390","2.28125","2.28125","2.28125"
"23400","2.78125","2.78125","2.78125"
"23410","1.9140625","1.9140625","1.9140625"
"23420","1.9453125","1.9453125","1.9453125"
"23430","2.28125","2.28125","2.28125"
"23440","3.40625","3.40625","3.40625"
"23450","2.28125","2.28125","2.28125"
"23460","3.046875","3.046875","3.046875"
"23470","1.625","1.625","1.625"
"23480","2.359375","2.359375","2.359375"
"23490","3.203125","3.203125","3.203125"
"23500","1.546875","1.546875","1.546875"
"23510","2.09375","2.09375","2.09375"
"23520","1.171875","1.171875","1.171875"
"23530","2.1875","2.1875","2.1875"
"23540","1.6484375","1.6484375","1.6484375"
"23550","2.078125","2.078125","2.078125"
"23560","1.046875","1.046875","1.046875"
"23570","1.5078125","1.5078125","1.5078125"
"23580","1.359375","1.359375","1.359375"
"23590","2.34375","2.34375","2.34375"
"23600","2.515625","2.515625","2.515625"
"23610","2.765625","2.765625","2.765625"
"23620","1.03125","1.03125","1.03125"
"23630","1.140625","1.140625","1.140625"
"23640","1.2890625","1.2890625","1.2890625"
"23650","2.296875","2.296875","2.296875"
"23660","2.015625","2.015625","2.015625"
"23670","1.125","1.125","1.125"
"23680","1.1796875","1.1796875","1.1796875"
"23690","2.9375","2.9375","2.9375"
"23700","2.25","2.25","2.25"
"23710","1.203125","1.203125","1.203125"
"23720","1.375","1.375","1.375"
"23730","2.25","2.25","2.25"
"23740","3.703125","3.703125","3.703125"
"23750","1.21875","1.21875","1.21875"
"23760","2.359375","2.359375","2.359375"
"23770","2.484375","2.484375","2.484375"
"23780","1.171875","1.171875","1.171875"
"23790","1.0546875","1.0546875","1.0546875"
"23800","1.2578125","1.2578125","1.2578125"
"23810","2.921875","2.921875","2.921875"
"23820","2.109375","2.109375","2.109375"
"23830","0.98828125","0.98828125","0.98828125"
"23840","2.34375","2.34375","2.34375"
"23850","2.234375","2.234375","2.234375"
"23860","3.125","3.125","3.125"
"23870","2.359375","2.359375","2.359375"
"23880","2.84375","2.84375","2.84375"
"23890","1.609375","1.609375","1.609375"
"23900","1.2109375","1.2109375","1.2109375"
"23910","2.953125","2.953125","2.953125"
"23920","3.703125","3.703125","3.703125"
"23930","1.1328125","1.1328125","1.1328125"
"23940","1.2109375","1.2109375","1.2109375"
"23950","1.65625","1.65625","1.65625"
"23960","1.3515625","1.3515625","1.3515625"
"23970","2.0625","2.0625","2.0625"
"23980","2.46875","2.46875","2.46875"
"23990","3.125","3.125","3.125"
"24000","2.671875","2.671875","2.671875"
"24010","1.25","1.25","1.25"
"24020","2.734375","2.734375","2.734375"
"24030","1.4921875","1.4921875","1.4921875"
"24040","2.359375","2.359375","2.359375"
"24050","1.8125","1.8125","1.8125"
"24060","2.390625","2.390625","2.390625"
"24070","1.1953125","1.1953125","1.1953125"
"24080","3.609375","3.609375","3.609375"
"24090","2.9375","2.9375","2.9375"
"24100","2.875","2.875","2.875"
"24110","1.9765625","1.9765625","1.9765625"
"24120","2.90625","2.90625","2.90625"
"24130","1.953125","1.953125","1.953125"
"24140","2.578125","2.578125","2.578125"
"24150","1.2265625","1.2265625","1.2265625"
"24160","2.828125","2.828125","2.828125"
"24170","1.0390625","1.0390625","1.0390625"
"24180","2","2","2"
"24190","3.234375","3.234375","3.234375"
"24200","1.3671875","1.3671875","1.3671875"
"24210","1.1484375","1.1484375","1.1484375"
"24220","1.2734375","1.2734375","1.2734375"
"24230","2.015625","2.015625","2.015625"
"24240","3.203125","3.203125","3.203125"
"24250","1.390625","1.390625","1.390625"
"24260","2.109375","2.109375","2.109375"
"24270","1.15625","1.15625","1.15625"
"24280","2.453125","2.453125","2.453125"
"24290","1.1796875","1.1796875","1.1796875"
"24300","2.671875","2.671875","2.671875"
"24310","1.1953125","1.1953125","1.1953125"
"24320","2.140625","2.140625","2.140625"
"24330","1.3515625","1.3515625","1.3515625"
"24340","2.28125","2.28125","2.28125"
"24350","2.859375","2.859375","2.859375"
"24360","2.203125","2.203125","2.203125"
"24370","1.203125","1.203125","1.203125"
"24380","2.421875","2.421875","2.421875"
"24390","1.7109375","1.7109375","1.7109375"
"24400","1.296875","1.296875","1.296875"
"24410","2.796875","2.796875","2.796875"
"24420","1.7578125","1.7578125","1.7578125"
"24430","3.09375","3.09375","3.09375"
"24440","1.796875","1.796875","1.796875"
"24450","2.515625","2.515625","2.515625"
"24460","1.1875","1.1875","1.1875"
"24470","1.609375","1.609375","1.609375"
"24480","1.3515625","1.3515625","1.3515625"
"24490","2.0625","2.0625","2.0625"
"24500","2.28125","2.28125","2.28125"
"24510","1.4453125","1.4453125","1.4453125"
"24520","1.1796875","1.1796875","1.1796875"
"24530","3.046875","3.046875","3.046875"
"24540","2.578125","2.578125","2.578125"
"24550","2.078125","2.078125","2.078125"
"24560","2.484375","2.484375","2.484375"
"24570","3.03125","3.03125","3.03125"
"24580","1.3671875","1.3671875","1.3671875"
"24590","2.5625","2.5625","2.5625"
"24600","1.1640625","1.1640625","1.1640625"
"24610","2.375","2.375","2.375"
"24620","1.34375","1.34375","1.34375"
"24630","1.4296875","1.4296875","1.4296875"
"24640","2.515625","2.515625","2.515625"
"24650","1.1484375","1.1484375","1.1484375"
"24660","1.2421875","1.2421875","1.2421875"
"24670","1.2265625","1.2265625","1.2265625"
"24680","1.203125","1.203125","1.203125"
"24690","1.359375","1.359375","1.359375"
"24700","1.203125","1.203125","1.203125"
"24710","1.234375","1.234375","1.234375"
"24720","2.671875","2.671875","2.671875"
"24730","2.140625","2.140625","2.140625"
"24740","2.96875","2.96875","2.96875"
"24750","2.359375","2.359375","2.359375"
"24760","1.5390625","1.5390625","1.5390625"
"24770","1.5625","1.5625","1.5625"
"24780","2.265625","2.265625","2.265625"
"24790","2.015625","2.015625","2.015625"
"24800","3.09375","3.09375","3.09375"
"24810","3.109375","3.109375","3.109375"
"24820","1.2734375","1.2734375","1.2734375"
"24830","2.125","2.125","2.125"
"24840","1.109375","1.109375","1.109375"
"24850","1.140625","1.140625","1.140625"
"24860","1.296875","1.296875","1.296875"
"24870","1.25","1.25","1.25"
"24880","3.03125","3.03125","3.03125"
"24890","3.4375","3.4375","3.4375"
"24900","1.125","1.125","1.125"
"24910","2.046875","2.046875","2.046875"
"24920","3.28125","3.28125","3.28125"
"24930","1.359375","1.359375","1.359375"
"24940","1.296875","1.296875","1.296875"
"24950","1.3671875","1.3671875","1.3671875"
"24960","1.1328125","1.1328125","1.1328125"
"24970","2.15625","2.15625","2.15625"
"24980","1.3984375","1.3984375","1.3984375"
"24990","1.2890625","1.2890625","1.2890625"
"25000","2.125","2.125","2.125"
"25010","2.75","2.75","2.75"
"25020","1.140625","1.140625","1.140625"
"25030","1.1171875","1.1171875","1.1171875"
"25040","2.203125","2.203125","2.203125"
"25050","1.3515625","1.3515625","1.3515625"
"25060","1.421875","1.421875","1.421875"
"25070","1.3359375","1.3359375","1.3359375"
"25080","2.390625","2.390625","2.390625"
"25090","1.453125","1.453125","1.453125"
"25100","1.96875","1.96875","1.96875"
"25110","1.0078125","1.0078125","1.0078125"
"25120","2.078125","2.078125","2.078125"
"25130","2.3125","2.3125","2.3125"
"25140","1.4609375","1.4609375","1.4609375"
"25150","3.828125","3.828125","3.828125"
"25160","2.328125","2.328125","2.328125"
"25170","2.0625","2.0625","2.0625"
"25180","2.1875","2.1875","2.1875"
"25190","2.21875","2.21875","2.21875"
"25200","1.0078125","1.0078125","1.0078125"
"25210","1.2421875","1.2421875","1.2421875"
"25220","1.3515625","1.3515625","1.3515625"
"25230","2.421875","2.421875","2.421875"
"25240","0.98046875","0.98046875","0.98046875"
"25250","0.96875","0.96875","0.96875"
"25260","1.3203125","1.3203125","1.3203125"
"25270","2.46875","2.46875","2.46875"
"25280","2","2","2"
"25290","1.109375","1.109375","1.109375"
"25300","1.28125","1.28125","1.28125"
"25310","2.390625","2.390625","2.390625"
"25320","1.4296875","1.4296875","1.4296875"
"25330","1.25","1.25","1.25"
"25340","3.515625","3.515625","3.515625"
"25350","1.109375","1.109375","1.109375"
"25360","2.203125","2.203125","2.203125"
"25370","1.1328125","1.1328125","1.1328125"
"25380","0.96875","0.96875","0.96875"
"25390","2.765625","2.765625","2.765625"
"25400","1.203125","1.203125","1.203125"
"25410","1.984375","1.984375","1.984375"
"25420","2.90625","2.90625","2.90625"
"25430","2.9375","2.9375","2.9375"
"25440","2.796875","2.796875","2.796875"
"25450","1.2109375","1.2109375","1.2109375"
"25460","2.46875","2.46875","2.46875"
"25470","1.3125","1.3125","1.3125"
"25480","1.328125","1.328125","1.328125"
"25490","2.359375","2.359375","2.359375"
"25500","2.265625","2.265625","2.265625"
"25510","2.109375","2.109375","2.109375"
"25520","2.3125","2.3125","2.3125"
"25530","2.546875","2.546875","2.546875"
"25540","1.453125","1.453125","1.453125"
"25550","2.359375","2.359375","2.359375"
"25560","1.3046875","1.3046875","1.3046875"
"25570","1.6171875","1.6171875","1.6171875"
"25580","2.46875","2.46875","2.46875"
"25590","2.4375","2.4375","2.4375"
"25600","1.1953125","1.1953125","1.1953125"
"25610","2.8125","2.8125","2.8125"
"25620","1.5","1.5","1.5"
"25630","3.828125","3.828125","3.828125"
"25640","1.1953125","1.1953125","1.1953125"
"25650","1.28125","1.28125","1.28125"
"25660","1.3671875","1.3671875","1.3671875"
"25670","1.109375","1.109375","1.109375"
"25680","3.078125","3.078125","3.078125"
"25690","1.203125","1.203125","1.203125"
"25700","2.65625","2.65625","2.65625"
"25710","2.6875","2.6875","2.6875"
"25720","2.8125","2.8125","2.8125"
"25730","2.296875","2.296875","2.296875"
"25740","1.1484375","1.1484375","1.1484375"
"25750","2.390625","2.390625","2.390625"
"25760","1.0703125","1.0703125","1.0703125"
"25770","1.21875","1.21875","1.21875"
"25780","3.671875","3.671875","3.671875"
"25790","2.90625","2.90625","2.90625"
"25800","1.3046875","1.3046875","1.3046875"
"25810","1.484375","1.484375","1.484375"
"25820","3.59375","3.59375","3.59375"
"25830","1.34375","1.34375","1.34375"
"25840","2.984375","2.984375","2.984375"
"25850","2.21875","2.21875","2.21875"
"25860","1.1484375","1.1484375","1.1484375"
"25870","2.59375","2.59375","2.59375"
"25880","1.171875","1.171875","1.171875"
"25890","2.078125","2.078125","2.078125"
"25900","2.171875","2.171875","2.171875"
"25910","1.890625","1.890625","1.890625"
"25920","2.34375","2.34375","2.34375"
"25930","2.265625","2.265625","2.265625"
"25940","1.5703125","1.5703125","1.5703125"
"25950","1.203125","1.203125","1.203125"
"25960","1.1640625","1.1640625","1.1640625"
"25970","1.0078125","1.0078125","1.0078125"
"25980","2.109375","2.109375","2.109375"
"25990","1.34375","1.34375","1.34375"
"26000","1.6953125","1.6953125","1.6953125"
"26010","3.09375","3.09375","3.09375"
"26020","2.078125","2.078125","2.078125"
"26030","1.3046875","1.3046875","1.3046875"
"26040","2.5625","2.5625","2.5625"
"26050","2.25","2.25","2.25"
"26060","1.1875","1.1875","1.1875"
"26070","0.9921875","0.9921875","0.9921875"
"26080","1.2265625","1.2265625","1.2265625"
"26090","1.140625","1.140625","1.140625"
"26100","2.015625","2.015625","2.015625"
"26110","2.234375","2.234375","2.234375"
"26120","1.15625","1.15625","1.15625"
"26130","2.125","2.125","2.125"
"26140","0.86328125","0.86328125","0.86328125"
"26150","2.21875","2.21875","2.21875"
"26160","2.25","2.25","2.25"
"26170","2.125","2.125","2.125"
"26180","2.671875","2.671875","2.671875"
"26190","1.421875","1.421875","1.421875"
"26200","2.3125","2.3125","2.3125"
"26210","2.09375","2.09375","2.09375"
"26220","2.953125","2.953125","2.953125"
"26230","1.4140625","1.4140625","1.4140625"
"26240","2.53125","2.53125","2.53125"
"26250","2.0625","2.0625","2.0625"
"26260","1.1796875","1.1796875","1.1796875"
"26270","0.875","0.875","0.875"
"26280","1.2890625","1.2890625","1.2890625"
"26290","1.078125","1.078125","1.078125"
"26300","2.5","2.5","2.5"
"26310","1.2109375","1.2109375","1.2109375"
"26320","3.40625","3.40625","3.40625"
"26330","2.03125","2.03125","2.03125"
"26340","1.90625","1.90625","1.90625"
"26350","1.4609375","1.4609375","1.4609375"
"26360","2.328125","2.328125","2.328125"
"26370","2.28125","2.28125","2.28125"
"26380","3.0625","3.0625","3.0625"
"26390","2.171875","2.171875","2.171875"
"26400","1.9296875","1.9296875","1.9296875"
"26410","1.5625","1.5625","1.5625"
"26420","2.15625","2.15625","2.15625"
"26430","1.1484375","1.1484375","1.1484375"
"26440","2.0625","2.0625","2.0625"
"26450","2.21875","2.21875","2.21875"
"26460","2.6875","2.6875","2.6875"
"26470","2.71875","2.71875","2.71875"
"26480","2.25","2.25","2.25"
"26490","1.09375","1.09375","1.09375"
"26500","2.375","2.375","2.375"
"26510","1.203125","1.203125","1.203125"
"26520","2.21875","2.21875","2.21875"
"26530","3.359375","3.359375","3.359375"
"26540","2.125","2.125","2.125"
"26550","3.234375","3.234375","3.234375"
"26560","2.078125","2.078125","2.078125"
"26570","1.359375","1.359375","1.359375"
"26580","2.390625","2.390625","2.390625"
"26590","1.2265625","1.2265625","1.2265625"
"26600","3.125","3.125","3.125"
"26610","2.40625","2.40625","2.40625"
"26620","2","2","2"
"26630","2.4375","2.4375","2.4375"
"26640","1.5546875","1.5546875","1.5546875"
"26650","3.625","3.625","3.625"
"26660","1.75","1.75","1.75"
"26670","2.21875","2.21875","2.21875"
"26680","1.0078125","1.0078125","1.0078125"
"26690","2.03125","2.03125","2.03125"
"26700","1.828125","1.828125","1.828125"
"26710","2.28125","2.28125","2.28125"
"26720","2.09375","2.09375","2.09375"
"26730","1","1","1"
"26740","2.703125","2.703125","2.703125"
"26750","2.4375","2.4375","2.4375"
"26760","1.40625","1.40625","1.40625"
"26770","2.234375","2.234375","2.234375"
"26780","2.625","2.625","2.625"
"26790","1.9296875","1.9296875","1.9296875"
"26800","1.109375","1.109375","1.109375"
"26810","2.609375","2.609375","2.609375"
"26820","3.25","3.25","3.25"
"26830","1.171875","1.171875","1.171875"
"26840","0.87109375","0.87109375","0.87109375"
"26850","2.03125","2.03125","2.03125"
"26860","2.296875","2.296875","2.296875"
"26870","1.6015625","1.6015625","1.6015625"
"26880","1.0859375","1.0859375","1.0859375"
"26890","1.8984375","1.8984375","1.8984375"
"26900","1.34375","1.34375","1.34375"
"26910","1.5625","1.5625","1.5625"
"26920","1.625","1.625","1.625"
"26930","1.1796875","1.1796875","1.1796875"
"26940","2.671875","2.671875","2.671875"
"26950","2.546875","2.546875","2.546875"
"26960","2.1875","2.1875","2.1875"
"26970","3.484375","3.484375","3.484375"
"26980","1.2890625","1.2890625","1.2890625"
"26990","2.1875","2.1875","2.1875"
"27000","2.28125","2.28125","2.28125"
"27010","3.09375","3.09375","3.09375"
"27020","0.96875","0.96875","0.96875"
"27030","1.2421875","1.2421875","1.2421875"
"27040","1.9765625","1.9765625","1.9765625"
"27050","1.015625","1.015625","1.015625"
"27060","1.3828125","1.3828125","1.3828125"
"27070","2.9375","2.9375","2.9375"
"27080","1.5234375","1.5234375","1.5234375"
"27090","2.453125","2.453125","2.453125"
"27100","1.453125","1.453125","1.453125"
"27110","1.1640625","1.1640625","1.1640625"
"27120","2.8125","2.8125","2.8125"
"27130","1.3515625","1.3515625","1.3515625"
"27140","2.921875","2.921875","2.921875"
"27150","0.97265625","0.97265625","0.97265625"
"27160","2.28125","2.28125","2.28125"
"27170","2.515625","2.515625","2.515625"
"27180","2.46875","2.46875","2.46875"
"27190","2.34375","2.34375","2.34375"
"27200","1.203125","1.203125","1.203125"
"27210","0.9921875","0.9921875","0.9921875"
"27220","2.96875","2.96875","2.96875"
"27230","2.40625","2.40625","2.40625"
"27240","1.65625","1.65625","1.65625"
"27250","2.4375","2.4375","2.4375"
"27260","3.171875","3.171875","3.171875"
"27270","2.25","2.25","2.25"
"27280","2.671875","2.671875","2.671875"
"27290","1.09375","1.09375","1.09375"
"27300","1.0390625","1.0390625","1.0390625"
"27310","1.0703125","1.0703125","1.0703125"
"27320","2.421875","2.421875","2.421875"
"27330","2.265625","2.265625","2.265625"
"27340","2.921875","2.921875","2.921875"
"27350","1.2421875","1.2421875","1.2421875"
"27360","2.8125","2.8125","2.8125"
"27370","1.1640625","1.1640625","1.1640625"
"27380","1.0390625","1.0390625","1.0390625"
"27390","2.15625","2.15625","2.15625"
"27400","2.171875","2.171875","2.171875"
"27410","3.125","3.125","3.125"
"27420","2.4375","2.4375","2.4375"
"27430","1.015625","1.015625","1.015625"
"27440","2.09375","2.09375","2.09375"
"27450","2.109375","2.109375","2.109375"
"27460","1.2109375","1.2109375","1.2109375"
"27470","1.265625","1.265625","1.265625"
"27480","2.375","2.375","2.375"
