"Step","tpu-v4-spmd-resumed-0 - train/loss","tpu-v4-spmd-resumed-0 - train/loss__MIN","tpu-v4-spmd-resumed-0 - train/loss__MAX"
"15500","8.0625","8.0625","8.0625"
"15520","5.5","5.5","5.5"
"15540","4.875","4.875","4.875"
"15560","7.9375","7.9375","7.9375"
"15580","8.5","8.5","8.5"
"15600","4.5625","4.5625","4.5625"
"15620","8.25","8.25","8.25"
"15640","4.84375","4.84375","4.84375"
"15660","7.34375","7.34375","7.34375"
"15680","6.0625","6.0625","6.0625"
"15700","4.9375","4.9375","4.9375"
"15720","4.375","4.375","4.375"
"15740","15","15","15"
"15760","5.25","5.25","5.25"
"15780","4.625","4.625","4.625"
"15800","6.125","6.125","6.125"
"15820","5.90625","5.90625","5.90625"
"15840","4.3125","4.3125","4.3125"
"15860","5.78125","5.78125","5.78125"
"15880","5","5","5"
"15900","7.21875","7.21875","7.21875"
"15920","6.40625","6.40625","6.40625"
"15940","4.75","4.75","4.75"
"15960","5.21875","5.21875","5.21875"
"15980","11.8125","11.8125","11.8125"
"16000","4.75","4.75","4.75"
"16020","5.0625","5.0625","5.0625"
"16040","6.125","6.125","6.125"
"16060","4.4375","4.4375","4.4375"
"16080","4.25","4.25","4.25"
"16100","5.71875","5.71875","5.71875"
"16120","5.375","5.375","5.375"
"16140","11.375","11.375","11.375"
"16160","5.5","5.5","5.5"
"16180","10.25","10.25","10.25"
"16200","6.6875","6.6875","6.6875"
"16220","5.96875","5.96875","5.96875"
"16240","6.625","6.625","6.625"
"16260","7.71875","7.71875","7.71875"
"16280","6.0625","6.0625","6.0625"
"16300","5.84375","5.84375","5.84375"
"16320","7.8125","7.8125","7.8125"
"16340","5.59375","5.59375","5.59375"
"16360","8.5","8.5","8.5"
"16380","7.75","7.75","7.75"
"16400","5.15625","5.15625","5.15625"
"16420","8.5","8.5","8.5"
"16440","5.125","5.125","5.125"
"16460","5.34375","5.34375","5.34375"
"16480","5.59375","5.59375","5.59375"
"16500","19.125","19.125","19.125"
"16520","4.9375","4.9375","4.9375"
"16540","4.96875","4.96875","4.96875"
"16560","7.125","7.125","7.125"
"16580","9.125","9.125","9.125"
"16600","7.75","7.75","7.75"
"16620","6","6","6"
"16640","7.0625","7.0625","7.0625"
"16660","27.625","27.625","27.625"
"16680","6.0625","6.0625","6.0625"
"16700","64","64","64"
"16720","5.875","5.875","5.875"
"16740","6.75","6.75","6.75"
"16760","5.1875","5.1875","5.1875"
"16780","5.0625","5.0625","5.0625"
"16800","5.59375","5.59375","5.59375"
"16820","8","8","8"
"16840","4.53125","4.53125","4.53125"
"16860","5.34375","5.34375","5.34375"
"16880","5.78125","5.78125","5.78125"
"16900","5.15625","5.15625","5.15625"
"16920","4.5625","4.5625","4.5625"
"16940","6.6875","6.6875","6.6875"
"16960","6.1875","6.1875","6.1875"
"16980","6.9375","6.9375","6.9375"
"17000","4.3125","4.3125","4.3125"
"17020","4.875","4.875","4.875"
"17040","4.125","4.125","4.125"
"17060","4.0625","4.0625","4.0625"
"17080","5.8125","5.8125","5.8125"
"17100","6","6","6"
"17120","4.71875","4.71875","4.71875"
"17140","5.75","5.75","5.75"
"17160","4.6875","4.6875","4.6875"
"17180","5.375","5.375","5.375"
"17200","5","5","5"
"17220","4.0625","4.0625","4.0625"
"17240","8.9375","8.9375","8.9375"
"17260","4.4375","4.4375","4.4375"
"17280","6.125","6.125","6.125"
"17300","4.625","4.625","4.625"
"17320","5.4375","5.4375","5.4375"
"17340","5.28125","5.28125","5.28125"
"17360","4.15625","4.15625","4.15625"
"17380","4.125","4.125","4.125"
"17400","4.875","4.875","4.875"
"17420","4.1875","4.1875","4.1875"
"17440","5.25","5.25","5.25"
"17460","5.5","5.5","5.5"
"17480","5.28125","5.28125","5.28125"
"17500","4.96875","4.96875","4.96875"
"17520","5.75","5.75","5.75"
"17540","4.65625","4.65625","4.65625"
"17560","4.875","4.875","4.875"
"17580","5.875","5.875","5.875"
"17600","6","6","6"
"17620","8.1875","8.1875","8.1875"
"17640","4.84375","4.84375","4.84375"
"17660","5.375","5.375","5.375"
"17680","4.1875","4.1875","4.1875"
"17700","7.875","7.875","7.875"
"17720","7.375","7.375","7.375"
"17740","4.4375","4.4375","4.4375"
"17760","5.125","5.125","5.125"
"17780","3.828125","3.828125","3.828125"
"17800","5.21875","5.21875","5.21875"
"17820","3.90625","3.90625","3.90625"
"17840","3.984375","3.984375","3.984375"
"17860","4.6875","4.6875","4.6875"
"17880","9.75","9.75","9.75"
"17900","6.3125","6.3125","6.3125"
"17920","6.375","6.375","6.375"
"17940","3.734375","3.734375","3.734375"
"17960","4.875","4.875","4.875"
"17980","5.0625","5.0625","5.0625"
"18000","5.5625","5.5625","5.5625"
"18020","5.125","5.125","5.125"
"18040","6.375","6.375","6.375"
"18060","4.3125","4.3125","4.3125"
"18080","4.75","4.75","4.75"
"18100","7.03125","7.03125","7.03125"
"18120","4.5","4.5","4.5"
"18140","6","6","6"
"18160","4.5625","4.5625","4.5625"
"18180","5.65625","5.65625","5.65625"
"18200","4.75","4.75","4.75"
"18220","7.875","7.875","7.875"
"18240","11.5","11.5","11.5"
"18260","8.625","8.625","8.625"
"18280","5.6875","5.6875","5.6875"
"18300","8.4375","8.4375","8.4375"
"18320","5.78125","5.78125","5.78125"
"18340","5.375","5.375","5.375"
"18360","4.96875","4.96875","4.96875"
"18380","17.5","17.5","17.5"
"18400","15","15","15"
"18420","9.75","9.75","9.75"
"18440","8.5","8.5","8.5"
"18460","5.6875","5.6875","5.6875"
"18480","4.90625","4.90625","4.90625"
"18500","5.125","5.125","5.125"
"18520","5.09375","5.09375","5.09375"
"18540","5.125","5.125","5.125"
"18560","9.75","9.75","9.75"
"18580","5.21875","5.21875","5.21875"
"18600","5.375","5.375","5.375"
"18620","5.9375","5.9375","5.9375"
"18640","4.53125","4.53125","4.53125"
"18660","6.59375","6.59375","6.59375"
"18680","6.5625","6.5625","6.5625"
"18700","4.6875","4.6875","4.6875"
"18720","8.875","8.875","8.875"
"18740","4.25","4.25","4.25"
"18760","7.875","7.875","7.875"
"18780","6.3125","6.3125","6.3125"
"18800","6.25","6.25","6.25"
"18820","4.875","4.875","4.875"
"18840","5.25","5.25","5.25"
"18860","7.1875","7.1875","7.1875"
"18880","7.375","7.375","7.375"
"18900","5.5","5.5","5.5"
"18920","3.953125","3.953125","3.953125"
"18940","8.375","8.375","8.375"
"18960","4.3125","4.3125","4.3125"
"18980","4.1875","4.1875","4.1875"
"19000","5.03125","5.03125","5.03125"
"19020","5.53125","5.53125","5.53125"
"19040","5.1875","5.1875","5.1875"
"19060","6.90625","6.90625","6.90625"
"19080","3.890625","3.890625","3.890625"
"19100","4.5625","4.5625","4.5625"
"19120","6.375","6.375","6.375"
"19140","5.9375","5.9375","5.9375"
"19160","6.28125","6.28125","6.28125"
"19180","4.6875","4.6875","4.6875"
"19200","5.0625","5.0625","5.0625"
"19220","3.640625","3.640625","3.640625"
"19240","4.4375","4.4375","4.4375"
"19260","7.21875","7.21875","7.21875"
"19280","8.125","8.125","8.125"
"19300","5.75","5.75","5.75"
"19320","4.9375","4.9375","4.9375"
"19340","8.8125","8.8125","8.8125"
"19360","5.25","5.25","5.25"
"19380","5.84375","5.84375","5.84375"
"19400","5.9375","5.9375","5.9375"
"19420","5.3125","5.3125","5.3125"
"19440","4.375","4.375","4.375"
"19460","5.875","5.875","5.875"
"19480","4.5625","4.5625","4.5625"
"19500","4.8125","4.8125","4.8125"
"19520","5.25","5.25","5.25"
"19540","5.875","5.875","5.875"
"19560","3.734375","3.734375","3.734375"
"19580","4","4","4"
"19600","4.125","4.125","4.125"
"19620","3.921875","3.921875","3.921875"
"19640","3.859375","3.859375","3.859375"
"19660","5.25","5.25","5.25"
"19680","4.4375","4.4375","4.4375"
"19700","4.125","4.125","4.125"
"19720","4.34375","4.34375","4.34375"
"19740","4.09375","4.09375","4.09375"
"19760","3.984375","3.984375","3.984375"
"19780","5.125","5.125","5.125"
"19800","6.375","6.375","6.375"
"19820","6.15625","6.15625","6.15625"
"19840","5.3125","5.3125","5.3125"
"19860","4.75","4.75","4.75"
"19880","4.9375","4.9375","4.9375"
"19900","4.875","4.875","4.875"
"19920","7.15625","7.15625","7.15625"
"19940","4.3125","4.3125","4.3125"
"19960","6.1875","6.1875","6.1875"
"19980","5.4375","5.4375","5.4375"
"20000","3.9375","3.9375","3.9375"
"20020","5.875","5.875","5.875"
"20040","4.125","4.125","4.125"
"20060","10.75","10.75","10.75"
"20080","6.1875","6.1875","6.1875"
"20100","4.96875","4.96875","4.96875"
"20120","5.5","5.5","5.5"
"20140","4.59375","4.59375","4.59375"
"20160","4.75","4.75","4.75"
"20180","6.5","6.5","6.5"
"20200","6.40625","6.40625","6.40625"
"20220","7.71875","7.71875","7.71875"
"20240","6.125","6.125","6.125"
"20260","6.96875","6.96875","6.96875"
"20280","5.90625","5.90625","5.90625"
"20300","9.125","9.125","9.125"
"20320","11.1875","11.1875","11.1875"
"20340","6","6","6"
"20360","4.90625","4.90625","4.90625"
"20380","81.5","81.5","81.5"
"20400","6.21875","6.21875","6.21875"
"20420","6.75","6.75","6.75"
"20440","5.4375","5.4375","5.4375"
"20460","7.9375","7.9375","7.9375"
"20480","6.96875","6.96875","6.96875"
"20500","5.375","5.375","5.375"
"20520","7.9375","7.9375","7.9375"
"20540","17","17","17"
"20560","9.3125","9.3125","9.3125"
"20580","5.625","5.625","5.625"
"20600","4.84375","4.84375","4.84375"
"20620","4.96875","4.96875","4.96875"
"20640","5.21875","5.21875","5.21875"
"20660","6.3125","6.3125","6.3125"
"20680","6.25","6.25","6.25"
"20700","4.65625","4.65625","4.65625"
"20720","5.28125","5.28125","5.28125"
"20740","4.375","4.375","4.375"
"20760","4.40625","4.40625","4.40625"
"20780","4.3125","4.3125","4.3125"
"20800","15.25","15.25","15.25"
"20820","5.96875","5.96875","5.96875"
"20840","9.6875","9.6875","9.6875"
"20860","4.8125","4.8125","4.8125"
"20880","7.84375","7.84375","7.84375"
"20900","3.96875","3.96875","3.96875"
"20920","6.03125","6.03125","6.03125"
"20940","8.75","8.75","8.75"
"20960","4.25","4.25","4.25"
"20980","4.5","4.5","4.5"
"21000","5.3125","5.3125","5.3125"
"21020","4.5625","4.5625","4.5625"
"21040","4.40625","4.40625","4.40625"
"21060","7.125","7.125","7.125"
"21080","3.640625","3.640625","3.640625"
"21100","3.78125","3.78125","3.78125"
"21120","3.78125","3.78125","3.78125"
"21140","4.4375","4.4375","4.4375"
"21160","8.875","8.875","8.875"
"21180","5.3125","5.3125","5.3125"
"21200","8.9375","8.9375","8.9375"
"21220","4.0625","4.0625","4.0625"
"21240","4.75","4.75","4.75"
"21260","5.34375","5.34375","5.34375"
"21280","4.375","4.375","4.375"
"21300","3.5625","3.5625","3.5625"
"21320","3.265625","3.265625","3.265625"
"21340","3.890625","3.890625","3.890625"
"21360","4.9375","4.9375","4.9375"
"21380","4.5625","4.5625","4.5625"
"21400","5.875","5.875","5.875"
"21420","5.90625","5.90625","5.90625"
"21440","5.1875","5.1875","5.1875"
"21460","6.59375","6.59375","6.59375"
"21480","4.21875","4.21875","4.21875"
"21500","3.375","3.375","3.375"
"21520","5.0625","5.0625","5.0625"
"21540","5.5625","5.5625","5.5625"
"21560","8","8","8"
"21580","5","5","5"
"21600","3.734375","3.734375","3.734375"
"21620","3.3125","3.3125","3.3125"
"21640","4.34375","4.34375","4.34375"
"21660","4.78125","4.78125","4.78125"
"21680","5.84375","5.84375","5.84375"
"21700","5.125","5.125","5.125"
"21720","5.3125","5.3125","5.3125"
"21740","3.75","3.75","3.75"
"21760","4.125","4.125","4.125"
"21780","3.96875","3.96875","3.96875"
"21800","3.453125","3.453125","3.453125"
"21820","3.953125","3.953125","3.953125"
"21840","6.1875","6.1875","6.1875"
"21860","4.0625","4.0625","4.0625"
"21880","3.671875","3.671875","3.671875"
"21900","5.03125","5.03125","5.03125"
"21920","4.09375","4.09375","4.09375"
"21940","6.3125","6.3125","6.3125"
"21960","4.5","4.5","4.5"
"21980","3.703125","3.703125","3.703125"
"22000","5.15625","5.15625","5.15625"
"22020","6.90625","6.90625","6.90625"
"22040","5.875","5.875","5.875"
"22060","4.9375","4.9375","4.9375"
"22080","10.125","10.125","10.125"
"22100","6.625","6.625","6.625"
"22120","5.375","5.375","5.375"
"22140","5.875","5.875","5.875"
"22160","5.375","5.375","5.375"
"22180","9.4375","9.4375","9.4375"
"22200","5.0625","5.0625","5.0625"
"22220","5.15625","5.15625","5.15625"
"22240","6.59375","6.59375","6.59375"
"22260","5.625","5.625","5.625"
"22280","7.65625","7.65625","7.65625"
"22300","6.1875","6.1875","6.1875"
"22320","8.5","8.5","8.5"
"22340","6.90625","6.90625","6.90625"
"22360","6.875","6.875","6.875"
"22380","5.5","5.5","5.5"
"22400","5.1875","5.1875","5.1875"
"22420","7.25","7.25","7.25"
"22440","5.5625","5.5625","5.5625"
"22460","8.75","8.75","8.75"
"22480","6.65625","6.65625","6.65625"
"22500","4.3125","4.3125","4.3125"
"22520","4.3125","4.3125","4.3125"
"22540","4.3125","4.3125","4.3125"
"22560","5.21875","5.21875","5.21875"
"22580","4.125","4.125","4.125"
"22600","4.9375","4.9375","4.9375"
"22620","7.03125","7.03125","7.03125"
"22640","7.75","7.75","7.75"
"22660","5.21875","5.21875","5.21875"
"22680","4.875","4.875","4.875"
"22700","5.28125","5.28125","5.28125"
"22720","4.4375","4.4375","4.4375"
"22740","6.1875","6.1875","6.1875"
"22760","6.5","6.5","6.5"
"22780","5.875","5.875","5.875"
"22800","4.625","4.625","4.625"
"22820","4.75","4.75","4.75"
"22840","8.1875","8.1875","8.1875"
"22860","4.0625","4.0625","4.0625"
"22880","11.5625","11.5625","11.5625"
"22900","5.25","5.25","5.25"
"22920","13.75","13.75","13.75"
"22940","4.875","4.875","4.875"
"22960","4.875","4.875","4.875"
"22980","5","5","5"
"23000","3.703125","3.703125","3.703125"
"23020","6.15625","6.15625","6.15625"
"23040","4.625","4.625","4.625"
"23060","4.96875","4.96875","4.96875"
"23080","4.3125","4.3125","4.3125"
"23100","5.625","5.625","5.625"
"23120","3.859375","3.859375","3.859375"
"23140","7.5625","7.5625","7.5625"
"23160","3.953125","3.953125","3.953125"
"23180","4.6875","4.6875","4.6875"
"23200","9.5","9.5","9.5"
"23220","6.125","6.125","6.125"
"23240","4.71875","4.71875","4.71875"
"23260","6.25","6.25","6.25"
"23280","4.21875","4.21875","4.21875"
"23300","4.6875","4.6875","4.6875"
"23320","4.3125","4.3125","4.3125"
"23340","6.25","6.25","6.25"
"23360","4.0625","4.0625","4.0625"
"23380","5.21875","5.21875","5.21875"
"23400","8.25","8.25","8.25"
"23420","5.90625","5.90625","5.90625"
"23440","5.625","5.625","5.625"
"23460","4.03125","4.03125","4.03125"
"23480","3.78125","3.78125","3.78125"
"23500","5.125","5.125","5.125"
"23520","4.4375","4.4375","4.4375"
"23540","4.9375","4.9375","4.9375"
"23560","4.34375","4.34375","4.34375"
"23580","4.6875","4.6875","4.6875"
"23600","5.59375","5.59375","5.59375"
"23620","5.4375","5.4375","5.4375"
"23640","5.5625","5.5625","5.5625"
"23660","4.0625","4.0625","4.0625"
"23680","4.46875","4.46875","4.46875"
"23700","4.15625","4.15625","4.15625"
"23720","4.875","4.875","4.875"
"23740","4.3125","4.3125","4.3125"
"23760","4.3125","4.3125","4.3125"
"23780","3.703125","3.703125","3.703125"
"23800","3.890625","3.890625","3.890625"
"23820","3.5625","3.5625","3.5625"
"23840","3.921875","3.921875","3.921875"
"23860","3.984375","3.984375","3.984375"
"23880","3.6875","3.6875","3.6875"
"23900","5.84375","5.84375","5.84375"
"23920","7","7","7"
"23940","3.46875","3.46875","3.46875"
"23960","4.1875","4.1875","4.1875"
"23980","3.828125","3.828125","3.828125"
"24000","4.875","4.875","4.875"
"24020","4.5","4.5","4.5"
"24040","5.53125","5.53125","5.53125"
"24060","14.125","14.125","14.125"
"24080","3.796875","3.796875","3.796875"
"24100","3.921875","3.921875","3.921875"
"24120","4.5","4.5","4.5"
"24140","4.40625","4.40625","4.40625"
"24160","5.25","5.25","5.25"
"24180","5.5625","5.5625","5.5625"
"24200","4.46875","4.46875","4.46875"
"24220","4.75","4.75","4.75"
"24240","5.125","5.125","5.125"
"24260","5.125","5.125","5.125"
"24280","5.4375","5.4375","5.4375"
"24300","7.0625","7.0625","7.0625"
"24320","8.0625","8.0625","8.0625"
"24340","5.6875","5.6875","5.6875"
"24360","4.25","4.25","4.25"
"24380","4.625","4.625","4.625"
"24400","8.9375","8.9375","8.9375"
"24420","6.8125","6.8125","6.8125"
"24440","3.765625","3.765625","3.765625"
"24460","6.9375","6.9375","6.9375"
"24480","5.4375","5.4375","5.4375"
"24500","3.953125","3.953125","3.953125"
"24520","4.625","4.625","4.625"
"24540","5.6875","5.6875","5.6875"
"24560","4","4","4"
"24580","4.78125","4.78125","4.78125"
"24600","7.0625","7.0625","7.0625"
"24620","4.4375","4.4375","4.4375"
"24640","5.5","5.5","5.5"
"24660","5.6875","5.6875","5.6875"
"24680","4.90625","4.90625","4.90625"
"24700","6.4375","6.4375","6.4375"
"24720","4.0625","4.0625","4.0625"
"24740","6.90625","6.90625","6.90625"
"24760","4.34375","4.34375","4.34375"
"24780","4.28125","4.28125","4.28125"
"24800","6.125","6.125","6.125"
"24820","6.78125","6.78125","6.78125"
"24840","5.6875","5.6875","5.6875"
"24860","5.46875","5.46875","5.46875"
"24880","5.40625","5.40625","5.40625"
"24900","4.125","4.125","4.125"
"24920","11.75","11.75","11.75"
"24940","4.8125","4.8125","4.8125"
"24960","5.0625","5.0625","5.0625"
"24980","4.28125","4.28125","4.28125"
"25000","4.46875","4.46875","4.46875"
"25020","3.546875","3.546875","3.546875"
"25040","4.53125","4.53125","4.53125"
"25060","4.03125","4.03125","4.03125"
"25080","3.609375","3.609375","3.609375"
"25100","3.734375","3.734375","3.734375"
"25120","3.15625","3.15625","3.15625"
"25140","3.578125","3.578125","3.578125"
"25160","5.8125","5.8125","5.8125"
"25180","4.5","4.5","4.5"
"25200","3.8125","3.8125","3.8125"
"25220","4.9375","4.9375","4.9375"
"25240","4.875","4.875","4.875"
"25260","7.09375","7.09375","7.09375"
"25280","5.5","5.5","5.5"
"25300","3.671875","3.671875","3.671875"
"25320","6.125","6.125","6.125"
"25340","5.96875","5.96875","5.96875"
"25360","4.15625","4.15625","4.15625"
"25380","3.703125","3.703125","3.703125"
"25400","4","4","4"
"25420","3.96875","3.96875","3.96875"
"25440","3.8125","3.8125","3.8125"
"25460","3.59375","3.59375","3.59375"
"25480","5.3125","5.3125","5.3125"
"25500","5.90625","5.90625","5.90625"
"25520","4.25","4.25","4.25"
"25540","3.171875","3.171875","3.171875"
"25560","6.4375","6.4375","6.4375"
"25580","4.0625","4.0625","4.0625"
"25600","3.046875","3.046875","3.046875"
"25620","5.6875","5.6875","5.6875"
"25640","5","5","5"
"25660","4.375","4.375","4.375"
"25680","4.28125","4.28125","4.28125"
"25700","3.3125","3.3125","3.3125"
"25720","4.4375","4.4375","4.4375"
"25740","3.96875","3.96875","3.96875"
"25760","7.9375","7.9375","7.9375"
"25780","3.15625","3.15625","3.15625"
"25800","3.5","3.5","3.5"
"25820","3.265625","3.265625","3.265625"
"25840","4.625","4.625","4.625"
"25860","3.90625","3.90625","3.90625"
"25880","3.390625","3.390625","3.390625"
"25900","3.484375","3.484375","3.484375"
"25920","4.59375","4.59375","4.59375"
"25940","5.28125","5.28125","5.28125"
"25960","4.96875","4.96875","4.96875"
"25980","4.25","4.25","4.25"
"26000","4.4375","4.4375","4.4375"
"26020","3.59375","3.59375","3.59375"
"26040","5","5","5"
"26060","5.21875","5.21875","5.21875"
"26080","5.5","5.5","5.5"
"26100","8.25","8.25","8.25"
"26120","3.890625","3.890625","3.890625"
"26140","5.65625","5.65625","5.65625"
"26160","5.125","5.125","5.125"
"26180","8.25","8.25","8.25"
"26200","5.40625","5.40625","5.40625"
"26220","8","8","8"
"26240","6.1875","6.1875","6.1875"
"26260","4.625","4.625","4.625"
"26280","7.25","7.25","7.25"
"26300","6","6","6"
"26320","8.5","8.5","8.5"
"26340","8.5625","8.5625","8.5625"
"26360","5.25","5.25","5.25"
"26380","5.125","5.125","5.125"
"26400","4.59375","4.59375","4.59375"
"26420","4.625","4.625","4.625"
"26440","3.65625","3.65625","3.65625"
"26460","3.953125","3.953125","3.953125"
"26480","4.40625","4.40625","4.40625"
"26500","5.1875","5.1875","5.1875"
"26520","15.25","15.25","15.25"
"26540","4.75","4.75","4.75"
"26560","7.1875","7.1875","7.1875"
"26580","3.828125","3.828125","3.828125"
"26600","5.3125","5.3125","5.3125"
"26620","3.921875","3.921875","3.921875"
"26640","4.625","4.625","4.625"
"26660","4.53125","4.53125","4.53125"
"26680","4.09375","4.09375","4.09375"
"26700","4.5","4.5","4.5"
"26720","3.984375","3.984375","3.984375"
"26740","4.1875","4.1875","4.1875"
"26760","5.375","5.375","5.375"
"26780","5.625","5.625","5.625"
"26800","7.25","7.25","7.25"
"26820","3.75","3.75","3.75"
"26840","6.375","6.375","6.375"
"26860","4.75","4.75","4.75"
"26880","4.625","4.625","4.625"
"26900","3.84375","3.84375","3.84375"
"26920","3.671875","3.671875","3.671875"
"26940","3.546875","3.546875","3.546875"
"26960","6.625","6.625","6.625"
"26980","6.375","6.375","6.375"
"27000","3.5","3.5","3.5"
"27020","6.875","6.875","6.875"
"27040","5.9375","5.9375","5.9375"
"27060","4.78125","4.78125","4.78125"
"27080","5.5","5.5","5.5"
"27100","4.375","4.375","4.375"
"27120","5.21875","5.21875","5.21875"
"27140","3.796875","3.796875","3.796875"
"27160","4.625","4.625","4.625"
"27180","3.625","3.625","3.625"
"27200","4.90625","4.90625","4.90625"
"27220","3.421875","3.421875","3.421875"
"27240","4.4375","4.4375","4.4375"
"27260","4.8125","4.8125","4.8125"
"27280","6.90625","6.90625","6.90625"
"27300","4","4","4"
"27320","4.3125","4.3125","4.3125"
"27340","5.84375","5.84375","5.84375"
"27360","4.25","4.25","4.25"
"27380","4.96875","4.96875","4.96875"
"27400","4.53125","4.53125","4.53125"
